AID#,Orig pre-sprted Order,Grant #,Assay Name,Assay Target,Assay Sub-type,Assay Center,Grant Title,Assay Provider,Project UID,summary_aid_and_NA,summary_aid
1653,,MH079860-01,Quantitative High-Throughput Screen for Regulators of Epigenetic Control,Primary,--,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,1653,1653
1865,,MH079860-01,Quantitative High-Throughput Screen for Regulators of Epigenetic Control,Primary,--,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,#N/A,
493065,,MH079860-01,Parental cell counter screen assay for epigenetic modulators,Secondary,Selectivity/Specificity Assay,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,#N/A,
493066,,MH079860-01,HBEC cell viability secondary assay for qHTS assay for epigenetic modulators,Secondary,Selectivity/Specificity Assay,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,#N/A,
493067,,MH079860-01,Quantitative High-Throughput Screen for Regulators of Epigenetic Control,Primary,--,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,#N/A,
493067,,MH079860-01,Quantitative High-Throughput Screen for Regulators of Epigenetic Control,Primary,--,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,#N/A,
493071,,MH079860-01,HCC4017 cell viability secondary assay for qHTS assay for epigenetic modulators,Secondary,Selectivity/Specificity Assay,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,#N/A,
493074,,MH079860-01,H358 cell viability secondary assay for qHTS assay for epigenetic modulators,Secondary,Selectivity/Specificity Assay,NCGC,High Throughput Screens for Epigenetic Modulators,Elisabeth Martinez,68,#N/A,
607,,MH079867-01,qHTS Assay for Inhibitors of PDE-IV (AID 607),Secondary,--,NCGC,Molecules that Enhance CREB Activity,Marshall Nirenberg,69,#N/A,
662,,MH079867-01,Cell signaling CRE-BLA (Fsk stim) - PDE4 Inhibitors (AID 662) (AID 916) (AID 907) (AID 607),Primary,--,NCGC,Molecules that Enhance CREB Activity,Marshall Nirenberg,69,#N/A,
907,,MH079867-01,Confirmation Concentration-Response Assay for Cell signaling CRE-BLA (Fsk stim) - HEK293 CREB Luciferase (AID 907),Secondary,--,NCGC,Molecules that Enhance CREB Activity,Marshall Nirenberg,69,#N/A,
916,,MH079867-01,Cell signaling CRE-BLA (Fsk stim) - PDE4 Inhibitors (AID 662) (AID 916) (AID 907) (AID 607),Primary,--,NCGC,Molecules that Enhance CREB Activity,Marshall Nirenberg,69,#N/A,
662,,MH079867-01,Cell signaling CRE-BLA (Fsk stim) - CRE Potentiators (AID 662) (AID 905) (AID 906),Primary,--,NCGC,Molecules that Enhance CREB Activity,Marshall Nirenberg,70,#N/A,
905,,MH079867-01,Cell Viability - CRE-beta lactamase CHO cell - 24 hr assay (AID 905),Secondary,--,NCGC,Molecules that Enhance CREB Activity,Marshall Nirenberg,70,#N/A,
906,,MH079867-01,Cell Viability - CRE-beta lactamase CHO cell - 40 hr assay (AID 906),Secondary,--,NCGC,Molecules that Enhance CREB Activity,Marshall Nirenberg,70,#N/A,
926,,MH080680-01,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor,Primary,--,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
933,,MH080680-01,Secondary Concentration-Response Assay for Agonists of the Thyroid Stimulating Hormone Receptor: HTRF Activity Detection,Secondary,Alternate Assay,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
938,,MH080680-01,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: HEK293 Parental,Primary,--,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
939,,MH080680-01,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor,Primary,--,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
953,,MH080680-01,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: HEK293 Parental,Primary,--,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
1401,,MH080680-01,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor,Primary,--,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,1401,1401
1402,,MH080680-01,Secondary Concentration-Response Assay for Agonists of the Lutenizing Hormone Receptor: HTRF Activity Detection,Secondary,Selectivity/Specificity Assay,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
1403,,MH080680-01,Secondary Concentration-Response Assay for Agonists of the Follicle Stimulating Hormone Receptor: HTRF Activity Detection,Secondary,Selectivity/Specificity Assay,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
2104,,MH080680-01,Secondary Concentration-Response Assay for Agonists of the Thyroid Stimulating Hormone Receptor: ELISA Activity Detection,Secondary,Alternate Assay,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,71,#N/A,
926,,MH080680-01,qHTS Assay for Antagonists of the Thyroid Stimulating Hormone Receptor (AID 926),Primary,--,NCGC,Ligand discovery for thyroid-stimulating hormone receptor (TSHR) by virtual and high throughput screening,Marvin Gershengorn,72,#N/A,
910,,MH080684-01,Confirmation and Secondary Assay for Modulators of Hemoglobin Beta Chain Splicing at IVS2 654 locus (AID 910),Secondary,--,NCGC,Modulation of Alternative Splicing by HTS Identified Compounds,Ryszard Kole,73,#N/A,
925,,MH080684-01,qHTS Assay for Modulators of Hemoglobin Beta Chain Splicing (AID 925) (AID 910) (AID 931) (AID 930),Primary,--,NCGC,Modulation of Alternative Splicing by HTS Identified Compounds,Ryszard Kole,73,#N/A,
930,,MH080684-01,Confirmation and Secondary Assay for Modulators of Hemoglobin Beta Chain Splicing at IVS2 705 locus (AID 930),Secondary,--,NCGC,Modulation of Alternative Splicing by HTS Identified Compounds,Ryszard Kole,73,#N/A,
931,,MH080684-01,Confirmation and Secondary Assay for Modulators of Hemoglobin Beta Chain Splicing at IVS2 654 locus: Cytotoxicity (AID 931),Secondary,--,NCGC,Modulation of Alternative Splicing by HTS Identified Compounds,Ryszard Kole,73,#N/A,
1405,,MH080684-01,qHTS Assay for Modulators of Hemoglobin Beta Chain Splicing (AID 925) (AID 910) (AID 931) (AID 930),Primary,--,NCGC,Modulation of Alternative Splicing by HTS Identified Compounds,Ryszard Kole,73,#N/A,
875,,MH081227-01,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Green Fluorophore) (AID 875) (AID 892),Primary,--,NCGC,HTS to Identify Small Molecule Inhibitors of Phospho-Specific Protein-Protein Interactions,Amarnath Natarajan,74,#N/A,
892,,MH081227-01,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Red Fluorophore) (AID 892),Secondary,--,NCGC,HTS to Identify Small Molecule Inhibitors of Phospho-Specific Protein-Protein Interactions,Amarnath Natarajan,74,#N/A,
892,,MH081227-01,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Green Fluorophore) (AID 875) (AID 892),Primary,--,NCGC,HTS to Identify Small Molecule Inhibitors of Phospho-Specific Protein-Protein Interactions,Amarnath Natarajan,74,#N/A,
879,,NS053754-01,qHTS Assay for Inhibitors of RGS GAP Activity (Red Fluorophore) (AID 879) (AID 880),Primary,--,NCGC,Real-time fluorescence assays of RGS domain GAP activity,David Siderovski,77,#N/A,
880,,NS053754-01,qHTS Assay for Inhibitors of RGS GAP Activity (Red Fluorophore) (AID 879) (AID 880),Primary,--,NCGC,Real-time fluorescence assays of RGS domain GAP activity,David Siderovski,77,#N/A,
2390,,NS053754-01,qHTS Assay for Inhibitors of RGS GAP Activity (Red Fluorophore) (AID 879) (AID 880),Primary,--,NCGC,Real-time fluorescence assays of RGS domain GAP activity,David Siderovski,77,#N/A,
2390,,NS053754-01,qHTS Assay for Inhibitors of RGS GAP Activity (Red Fluorophore) (AID 879) (AID 880),Primary,--,NCGC,Real-time fluorescence assays of RGS domain GAP activity,David Siderovski,77,#N/A,
2406,,NS053754-01,qHTS Assay for Inhibitors of RGS GAP Activity (Red Fluorophore) (AID 879) (AID 880),Primary,--,NCGC,Real-time fluorescence assays of RGS domain GAP activity,David Siderovski,77,2406,2406
888,,MH078950-01,Concentration-Response Counterscreen for Redox Active Inhibitors of Caspase-1: Catalase (AID 888),Secondary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
888,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1 (AID 900) (AID 896) (AID 923) (AID 888) (AID 929),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
896,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1 (AID 900) (AID 896) (AID 923) (AID 888) (AID 929),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
896,,MH078950-01,Confirmation Concentration-Response Assay for Allosteric/Competitive Inhibitors of Caspase-1 (AID 896),Secondary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
900,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1 (AID 900) (AID 896) (AID 923) (AID 888) (AID 929),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
923,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1 (AID 900) (AID 896) (AID 923) (AID 888) (AID 929),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
923,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1: Spectroscopic Profiling in AFC Spectral Region (AID 923),Secondary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
929,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1 (AID 900) (AID 896) (AID 923) (AID 888) (AID 929),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
996,,MH078950-01,Concentration-Response Counterscreen for Redox Active Inhibitors of Caspase-1: Cysteine (AID 929) (AID 996),Secondary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,78,#N/A,
889,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-7 (AID 889) (AID 908) (AID 909),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,79,#N/A,
908,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-7 (AID 889) (AID 908) (AID 909),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,79,#N/A,
909,,MH078950-01,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-7 (AID 889) (AID 908) (AID 909),Primary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,79,#N/A,
909,,MH078950-01,Concentration-Response Counterscreen for Redox Active Inhibitors of Caspase-7: Catalase (AID 909) (AID 919),Secondary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,79,#N/A,
919,,MH078950-01,Concentration-Response Counterscreen for Redox Active Inhibitors of Caspase-7: Catalase (AID 909) (AID 919),Secondary,--,NCGC,Inhibitors of Caspase-1 and Caspase-7,James Wells,79,#N/A,
1476,,DA024891-01,"Kinetic Flurogenic qHTS Assay for inhibitors of cruzain, detergent-free screen",Primary,--,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
1478,,DA024891-01,"Kinetic Flurogenic qHTS Assay for inhibitors of cruzain, detergent-present screen",Primary,--,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
2158,,DA024891-01,"Kinetic Flurogenic qHTS Assay for inhibitors of cruzain, detergent-present screen",Primary,--,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
2158,,DA024891-01,"Kinetic Flurogenic qHTS Assay for inhibitors of cruzain, detergent-present screen",Primary,--,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
2158,,DA024891-01,"Kinetic Flurogenic qHTS Assay for inhibitors of cruzain, detergent-present screen",Primary,--,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
2161,,DA024891-01,Kinetic Flurogenic qHTS Assay for inhibitors of papain,Secondary,Counter-screen Assay,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
2383,,DA024891-01,"Kinetic Flurogenic qHTS Assay for inhibitors of cruzain, detergent-present screen",Primary,--,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,2383,2383
493215,,DA024891-01,"Kinetic Flurogenic qHTS Assay for inhibitors of cruzain, detergent-present screen",Primary,--,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
504656,,DA024891-01,Trypanosoma Cruzi Growth Inhibition Assay (AP),Secondary,Orthagonal,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
504751,,DA024891-01,Aqueous Solubility of Cruzain,Secondary,Other,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
504752,,DA024891-01,PBS stability of Cruzain Inhibitors,Secondary,Other,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
504754,,DA024891-01,Metabolic Stability of Cruzain Inhibitors,Secondary,Other,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
504758,,DA024891-01,Caco-2 of Cruzain Inhibitors,Secondary,Other,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
504759,,DA024891-01,Efflux Ratio of Cruzain Inhibitors,Secondary,Other,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
504760,,DA024891-01,Mouse Plasma Stability of Cruzain Inhibitors,Secondary,Other,NCGC,Promiscuous and Specific Inhibitors of Cruzain,Brian Shoichet,80,#N/A,
901,,MH082413-01,qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors (AID 901),Primary,--,NCGC,HTS for Identifying the Cell-Membrane Permeable IMPase Inhibitors.,Wei Zheng,81,#N/A,
1457,,MH082413-01,qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors: Potentiation with Lithium,Primary,--,NCGC,HTS for Identifying the Cell-Membrane Permeable IMPase Inhibitors.,Wei Zheng,81,#N/A,
2301,,MH082413-01,qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors (AID 901),Primary,--,NCGC,HTS for Identifying the Cell-Membrane Permeable IMPase Inhibitors.,Wei Zheng,81,2301,2301
2308,,MH082413-01,qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors (AID 901),Primary,--,NCGC,HTS for Identifying the Cell-Membrane Permeable IMPase Inhibitors.,Wei Zheng,81,#N/A,
2308,,MH082413-01,qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors: Potentiation with Lithium,Primary,--,NCGC,HTS for Identifying the Cell-Membrane Permeable IMPase Inhibitors.,Wei Zheng,81,#N/A,
2308,,MH082413-01,qHTS Assay for Identifying the Cell-Membrane Permeable IMPase Inhibitors (AID 901),Primary,--,NCGC,HTS for Identifying the Cell-Membrane Permeable IMPase Inhibitors.,Wei Zheng,81,#N/A,
995,,MH082406-01,qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay (AID 995),Primary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1454,,MH082406-01,qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay; Stimulation with EGF,Primary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1724,,MH082406-01,qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay (AID 995),Primary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1724,,MH082406-01,qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay (AID 995),Primary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1725,,MH082406-01,qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay; Stimulation with EGF,Primary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1726,,MH082406-01,EGFR L858R T790M (mutant) Kinase TR-FRET assay,Secondary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1727,,MH082406-01,EGFR L858R (mutant) Kinase TR-FRET assay,Secondary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1728,,MH082406-01,c-Raf Kinase TR-FRET assay,Secondary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1729,,MH082406-01,EGFR T790M (mutant) Kinase TR-FRET assay,Secondary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1731,,MH082406-01,EGFR tyrosine kinase (wildtype) TR-FRET assay,Secondary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1732,,MH082406-01,Mek Kinase TR-FRET assay,Secondary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,#N/A,
1742,,MH082406-01,qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay (AID 995),Primary,--,NCGC,HTS for Identification of Inhibitors against the ERK Signaling Pathway using a Homogenous cell based assay,Wei Zheng,82,1742,1742
912,,MH082337-01,qHTS Assay for Anthrax Lethal Toxin Internalization (AID 912) (AID 942),Primary,--,NCGC,Quantitative High Throughput Screening for Anthrax Toxin Inhibitors,Thomas Bugge,83,#N/A,
942,,MH082337-01,Confirmation Concentration-Response Assay for Anthrax Lethal Toxin Internalization (AID 942),Secondary,--,NCGC,Quantitative High Throughput Screening for Anthrax Toxin Inhibitors,Thomas Bugge,83,#N/A,
887,,MH081283-01A1,qHTS Assay for Inhibitors of 15-hLO-1 (15-human lipoxygenase),Primary,--,NCGC,High Throughput and Virtual Screening for Human 12-LO 15-LO-1 and 15-LO-2 Inhib,Theodore Holman,84,#N/A,
